A,B,E
0.7150537980076351,-1.4044175536548655,-5.264690539053726
1.0277573536218418,-0.9550460968730122,-3.3098020930062177
0.43491998985676394,-0.2880116903215745,-5.355652811591424
0.4381882222450201,-0.6315024729729883,-4.93442374989825
0.1552233203847675,-1.7590165191821923,-5.82298853683739
1.0825141752505194,-1.5372764102587777,-4.4055875912287705
0.6204784191830297,-0.9995361870748275,-6.4215649980180745
1.2077804141600406,-0.6124041653195265,-3.1784372937828618
0.8247318923849933,-1.5367505582349086,-5.45520814787029
0.833248982373179,-1.3689531020185388,-5.648836970638762
0.8660256949852321,-1.6398405741180881,-4.444500834053857
1.3214704024173014,-1.1138982260243175,-4.964457010994417
0.760085133177997,-1.3708953839258107,-5.25328143245441
1.2203137974178804,-0.4544800185537843,-1.9764680819392284
0.9388507801941196,-0.7618948588894299,-5.091075195399571
1.89333187225558,-1.8956306346955034,-5.372311583069337
1.9650899520245155,-2.7008738454774646,-5.0870020452625315
1.2236379013859333,-0.6545175075429943,-4.471260460110874
1.12739136643545,-1.245253097101333,-4.841957292718083
1.0794221375186663,-1.557452240454454,-6.706009338991572
1.6075225101795532,-0.3057709121751493,-4.882177719894848
1.349233710218023,-0.3013367326555665,-4.67433679819854
0.5043681053012282,-1.1934032981328064,-3.799548754795882
0.7191212267742861,-0.3746188502000264,-4.357902032388079
0.5641616080620685,-1.0180384099148763,-4.354116700137133
1.045695402853774,-1.0650709330670232,-5.581480789705703
1.5960214264351125,-1.6600480573985759,-6.635988849723564
1.2994768960913874,-0.7004066147630941,-5.267491396666749
0.4950188984911559,-1.275453676661642,-3.4010319838465835
0.09870754129496717,-1.8455011283262377,-6.171221209824727
0.7435013868504521,0.017149537004151005,-5.474436782279159
0.45493426799803893,-1.015330544568596,-3.7677586461934105
0.5925303963132609,-1.278894984463602,-3.7431682362470298
0.16110528360225218,-0.5929012938229192,-4.8912621857156005
0.9160968432656315,-0.5066653338132919,-5.753217372200763
0.05263257347875616,-1.42831750702388,-3.9685518832258597
1.173554516801216,-1.091780855386546,-6.105146115662021
1.5208614615161096,-1.2839181523546146,-6.275466590860619
1.264356030324739,-0.6859428001445966,-3.9627275541123184
0.18397295797442537,-0.9311923119869954,-3.9728495270380453
1.5559414327632066,-1.2174751719817825,-3.727228439628938
1.505171666849763,-0.9985988958329204,-4.692810134749597
0.4920555411129577,-1.151202845444106,-6.113467466659031
1.2575380901938644,-0.31610096705776125,-6.0339957113996485
0.8455438929660707,-1.6212355124664786,-4.579503740979651
0.15846483035755865,-1.352877863843509,-6.026255626561702
0.6515028820049403,-1.078771858704819,-5.381754187021586
0.4192038944767478,-1.1168789192793396,-5.2114160902165905
0.37838059279701786,-1.178448926779689,-4.854758009121125
1.1798019664730939,-1.0571588974317523,-5.300355334300899
0.763384160121152,-2.0826451014039695,-4.489803785484556
1.1440807854471873,-0.5294536511123225,-3.83993359173058
1.029063166814308,-1.357194712987173,-4.964388672640077
0.8179943793180442,-1.0832292112631432,-5.083434951513509
1.1450434850752123,-0.7288438834632909,-4.679075880240679
-0.24490431032353932,-1.6258295051014633,-6.804672431969847
0.9404419478115764,-0.2426350701839014,-5.9825421864642765
1.248974630054335,-1.26249814576884,-5.485875908592899
1.2837104176849599,-1.2041547356358469,-4.036189370326293
0.8078790814106748,-1.2264195601615597,-6.694389186709766
0.18964160290743248,-1.5000848635617374,-5.07155685104417
1.0225922452357123,-0.8045433971956572,-2.247479078636053
0.9453178448034485,-1.9870310789824557,-4.526641223497476
1.0468394164444828,-1.1766076994410735,-6.087262084344738
0.9602383676022224,-1.0317556738619178,-5.146414122007639
1.4845609484394358,-0.29668582948432864,-4.867420175536003
0.7620007595965366,-0.6505972586411202,-3.935840974697131
0.9371890999162893,-0.6604472801063187,-4.9956619637263096
0.8121042953211803,-1.3142239588297693,-4.983945759701877
1.6665638121642141,-1.2435470741633874,-5.54913130890394
0.6387998243317857,-1.453411131026618,-4.1633249425770895
1.3845803629305167,-0.9611145065276495,-4.753392947267844
2.0274510483734467,-1.1268687160569422,-5.352681328423208
1.024825835432575,-1.2024463509032617,-5.434052027867878
-0.018082946360233887,-2.394441683901143,-5.347925536993788
-0.3171203604730337,-0.5465641349499728,-7.668866297701701
1.3781423985082462,-1.1695139447003782,-5.27538523637052
1.6646685874452345,-1.0315579962691057,-5.218522921084565
1.5269961669808385,-1.0384366620905172,-5.126241754553391
1.5874057868304852,-0.7949760170287639,-4.795779879030251
1.8159983936364497,-1.3858189993404617,-6.370977071859033
1.0743209274545746,-1.146370075344552,-4.214198674822754
0.6913375304125581,-1.428554335697166,-5.650308600259579
1.4121431028880695,-1.1506160035792958,-3.933893684025544
1.1660413155922127,-0.6312102591816269,-4.178945431433014
0.043526415352999615,-0.45318605730761263,-4.136207901574285
0.5979171126896276,-0.44811229755555493,-6.228429923473092
1.4266837906817087,-1.2712271209070478,-4.460371379386144
1.5971431532640032,-1.4323813371263303,-5.909867597335304
1.036253849095338,-1.325330496685776,-5.823160138951022
1.4930233024298327,-1.7913440385443824,-6.154547030187338
0.8637510371282285,-1.3904757119740654,-6.4207420808824605
0.34882083516387496,-1.1598089921378947,-5.5087290080502385
1.0149431249921648,-0.8042688910520639,-3.652402319788708
0.3876472865024676,-1.2302680431905142,-5.396807901231389
0.4001710635136927,-0.572519964905577,-5.655303155265123
0.8519483450258954,-0.7165660956051738,-3.0534316176906815
0.5803904881377232,-0.8229279619156402,-5.184044506817605
0.9677902472639311,-1.4203000846825737,-3.679806797102513
0.6814206362032038,-0.9217620747232471,-6.352925989309643
-0.2139814922304839,-0.7941114211470545,-6.263195642476573
0.49217127735626853,-0.555241410164472,-4.965790811151277
0.4763116633375778,-0.6836477781501757,-4.267218253184601
1.3855990706681114,-1.435219968747517,-5.187779251986152
1.298394989042068,-1.444529221977904,-5.804669514739756
1.4717661137747022,-1.213754350335602,-4.122148639892416
1.1649846154775194,-1.248102809694295,-5.974613047936929
1.4584516368658578,-0.152020039038263,-4.963513816931732
0.7623946506094303,-0.812532618803426,-5.895634747676398
2.287963366285704,-2.0897289009114544,-4.169551426867011
1.0127227755402852,-1.2193003638641928,-4.793033610627041
1.1595472291093487,-1.5860033304834433,-6.436823803392537
0.6571316784812968,-0.7466005472583798,-5.2959084345602685
1.190479887595226,-1.021478974324052,-6.94939872526618
1.240546504597658,-0.9842943106841348,-5.625063067890147
0.46940507138539744,-1.246067445907352,-6.695094910967262
1.0782024376930375,-0.6588312915964245,-5.064289260998435
1.335197497281868,-0.9267617227953584,-4.993888984890004
0.6070234820552876,-2.0251995085080594,-3.4199896892877497
1.174382003666103,-0.9703754138455676,-4.903615725300365
1.425917952257574,-0.4340744339231819,-1.869403684927037
1.402515772153705,-0.7056626827384267,-5.124555602928897
-0.20284264249213035,-1.3665926341903505,-4.729570970399738
0.44938614525318,-1.5547655804370255,-4.983779100220342
1.4997917920149892,-0.1999667754021609,-6.303111204035645
0.7832511554363139,-1.0308105447477693,-4.698390280990279
0.7192400875577274,-1.5415203881622461,-4.4734394593561495
1.4229860751309333,-0.5683230909629466,-6.963970170285161
0.7460265326060678,0.0014503013507487506,-5.263977922754281
0.8430067120449556,-0.8291755594389411,-4.365660019940139
1.1340884052993743,-1.4102760026422398,-3.9344465267928532
0.4012439059015165,-2.0616678078602204,-4.301481386480904
1.4450933949787745,-0.9066823755708033,-5.482043035700772
1.2800171222456989,-1.5277178676699186,-3.734920500566261
-0.02660627357586698,-2.009998225310399,-5.367828795664492
0.9226665043658246,-0.9144435148142388,-5.911355254545232
1.048977188059533,-1.347126244406453,-3.459651197992842
0.9953274227884933,-0.877178615956945,-4.086001612671225
0.7958922012900502,-0.5349591170955761,-4.677995018165876
0.4259867481602605,-1.1230799567608214,-3.320829451785648
1.0935725992275902,-0.39286440424920166,-4.681367979088644
0.6854698264425365,-1.300463214403139,-5.451848023209103
0.8304763239440004,-1.3394140940148054,-6.007121358630573
0.2855842233439466,-1.2776618539436293,-6.584036734439072
0.6030602940323931,-0.3808802646030526,-5.540920649747869
1.5153768394124496,-1.9044764998788017,-4.799538799391977
1.1547682238975674,-0.8563322692578461,-6.8028512124853
1.3575715263619408,-1.3089240463375502,-5.376176051356232
0.7577882309445061,-1.0944101975530416,-6.147311217979144
0.398953719835218,-0.9766960322697414,-6.233988565315307
1.082381181356979,-1.0607544653170615,-5.974119083345572
0.2825225645625242,-0.5921015708106787,-6.252248973129842
0.4303573751775456,-1.329864813997879,-5.257791985334489
1.2208852509977237,-0.8571193754841026,-3.9965618030050507
0.6569793737336858,-0.3839838350768806,-5.5631985816877
1.9914190541040422,-0.9564241702912619,-4.720307751068638
1.1085526908872163,-1.1602046541895363,-5.1941333656568105
0.8053229049272972,-1.19350955659933,-6.522763525477904
1.6184732675881124,-1.49453515219277,-4.352309387095998
1.1800065036032419,-1.9116299232489469,-3.789086533624876
1.0858050438507185,-1.133201608697837,-4.358742577880492
1.0881161864224573,-1.2217503181044274,-4.033870541248762
2.205892086747011,-1.308488846534141,-6.9013496877182146
1.4018724066741082,-1.20433559312138,-3.10544344752195
0.6351989690571028,-1.6273704053209057,-5.537314685698414
1.8701539287923068,-1.488515874266164,-4.548020203782228
0.9312012039437343,-0.6783178009027668,-3.908779450688742
0.6616587861961711,-1.223240810354051,-5.832578142060316
1.1843494527596716,-1.4490608079560876,-5.820976008926212
1.00620242749118,-1.5916416615672002,-5.071549431902348
1.4079058407243177,-0.5672310621747327,-4.348032917652268
0.7774067178778261,-1.425482035395672,-5.119853837862573
1.5790086056410693,-0.7355936599489652,-3.3936302593400747
1.0835961136116543,-0.5649149952382234,-6.301204991142622
1.1894691453855408,-0.45517905082114185,-5.674266812884247
1.5779999394451427,-0.5820680375253566,-4.220687766058434
1.3605890604989992,-0.9397757660878877,-3.5331475154628587
1.1181422467659672,-0.2241518615957937,-5.653929744217383
0.779115613718359,-0.9182248567207896,-4.767359517846416
1.3225761369637248,-0.4657871844234259,-4.000114174841011
1.5293743356664318,-1.1809274692437404,-5.060096375890671
1.0896620086739897,-1.0451300338401153,-6.505381727493969
0.3359023912397301,-1.1497071494904265,-5.460122673374241
1.2462235423901062,-1.2379764876455694,-4.3111372049601435
1.4330825168676795,-0.9120849837180248,-4.642530468074111
1.3891738883719096,-2.3943343131727057,-3.926215126627075
1.429094381192413,-0.34806778533890936,-4.929700702051326
0.9324837849693067,-1.1457261149328342,-3.6798140608608905
0.5655991697107339,-0.9916683362553304,-5.6149604292151265
0.3293515564488353,-1.4501018259075589,-3.9320850428070044
0.34933697450602064,-1.1422470275011292,-4.222987566878161
0.527508579113406,-1.8439920779001227,-3.4236475265831077
0.9710952290107128,-0.05336901448246023,-2.1285258806279383
0.9488231185929797,-0.9045923036386824,-6.903081441222549
0.4850414294870986,-0.3120633167382274,-5.049843693006014
0.9930104230551622,-1.5802795072228373,-4.239414207693256
0.42156176352287367,-1.392925593100545,-5.962701589196933
0.6607592581185143,-0.26062949782717215,-5.469705171123778
0.7774343921461018,-0.7082513159054147,-4.679125974279962
1.529975164568075,-1.1985434270377888,-6.0896214337566335
1.1478687617051737,-1.5853426045453176,-2.804844619923289
0.8328036785098666,-1.3526831574117517,-4.419441277991032
1.3425224339693798,-1.8374280100699147,-4.807634752938633
1.3627795595071686,-1.3894983799259815,-4.078377741100958
1.1131398187346002,-1.7945279559104375,-6.664900634029063
1.8131439134492828,-1.0453173547421133,-4.265425139716076
0.8806972719662273,-0.4910981267047311,-5.36570317631008
0.6888890028875154,-0.8242546214749569,-3.894306572206573
0.9084077009768092,-1.4497767474226506,-6.203041634043073
0.021584121304520587,-1.2466125462535753,-4.723871255011621
0.9537014070237765,-1.4905294483458456,-4.474999957135101
1.3420341540722895,-1.4891304050327094,-5.555323854183802
0.6878474673174446,-1.0157115361714915,-3.833590871587494
1.5316291191048843,-1.11232228628433,-3.790912144770021
0.6684766520964529,-0.7561101459575664,-2.909396642707202
0.978950712210158,-0.4965535165942486,-6.209855975141859
0.34406415558581627,-2.051839816424377,-4.623114951212887
0.9651311657205286,-1.0709454862405339,-3.954976343320318
1.226657456455513,-1.288040293012538,-6.749027241693765
1.056310654758266,-0.4011157915322081,-4.697570028909152
1.0588577374974215,-0.8944498104161409,-4.142017117571436
1.4692157833012929,-1.0853715087700184,-3.2184335459207194
1.4037691989506027,-2.486996276429867,-5.381239088847639
1.9471196868199716,-1.8842089636402153,-6.991641503153018
1.5762245471983918,0.0500373337947162,-4.138107651190928
0.766567581628439,-0.7746511847012467,-4.747469148885977
0.623032246107063,-1.297729042902377,-4.855713403824399
1.2791094454588212,-1.0228580766140452,-4.7020818583583175
0.6556448842037352,-0.9736173846749513,-7.033369834270447
1.4309616732531598,-2.5160295500378718,-5.283905738962638
1.7021452862685398,-0.5802524256592132,-4.81680739503897
1.6543660196158085,-1.4817170060041425,-5.325269730128586
0.7056356904886829,-1.615483766731379,-3.7982116410631255
0.3190277983419989,-1.5812997176512709,-4.807435070980824
0.7598988084828443,-0.10892064374222954,-4.130506683886998
2.262428736429749,-1.238918537807555,-3.9185145690188095
0.9854125834626583,-0.8642885845616318,-5.064451728636199
0.991906696336459,-0.5475634516609554,-7.214179974895119
1.554309717411165,-0.38304988038714494,-5.029010508426666
1.04139725457637,-0.7949188163245443,-6.670527850173918
1.6491895478315572,-1.0163875632214603,-4.5813776279779
1.2247368579945177,-0.2666384053905634,-6.855761447640788
1.4628242775402664,-1.5280510630269624,-6.002853362655772
0.5769142511068347,-0.7120217075656726,-4.42812119197867
0.8088251244897209,-0.7665114992893005,-4.2610242271477095
0.4805876642217026,-1.762416291926396,-5.182620139073669
0.9781530993850455,-1.4037864487788054,-4.814075490008926
0.785207266185018,0.6795488338694495,-5.971277656172727
0.2890471998201126,-0.07541007554661006,-5.841773834427237
0.010477522805127926,-0.42126750786501366,-6.373934343624075
0.4435015217676931,-0.3984756530672161,-6.10067594671056
0.602863992632281,-1.3897781255038406,-3.7729004192915894
0.7147350535147534,-0.7487957367691112,-6.815615360547735
1.1006675867564695,-1.798296143045972,-5.120058777444431
0.9240013701217522,-0.611193465732914,-4.167113962593326
1.0649973040901004,-0.7347853584689265,-6.356707070661381
1.1508114460185854,-1.8901351606074068,-5.345320914375838
1.2849297911584971,-0.7477079477915172,-4.831792184663334
0.4974356001416824,-0.9524839574286993,-5.047426315740877
1.68725539788608,-1.2774714671606797,-4.929612871745228
1.035554950645104,0.01975765440429278,-2.808064475674678
0.8574409568174961,-1.5465323169487524,-4.284777638980993
0.5828248691720381,-1.7252956564978517,-6.279427225041249
1.5358534554251002,-0.9982217170489054,-6.687025301602024
1.570847300909719,-0.7183887427762716,-6.178513941150802
0.6029009602689546,-1.1757710641757242,-3.4681800412488064
1.130087395535709,-0.08461572117941296,-5.731592676886408
1.0756652957620334,-0.41987032040973293,-5.726701397576711
0.19949184747459792,-1.4909312191725008,-4.948737415190004
0.7493425954233859,-1.8299399175010689,-4.676175040840219
0.9241259685510227,-0.643217252049052,-6.211008124817198
1.1186693451509797,-0.44012674867122814,-4.300694060745684
1.625843664321182,-1.289985761655295,-4.844477447488446
0.6474731997410323,-1.563353896335911,-4.206753970291761
0.5069629010344512,-0.30414361404382806,-3.5326046261082213
0.32156553231010165,-0.8403372262762856,-5.257674740093316
0.8934460337124484,-0.7807420328709147,-5.775784136564641
1.0353447786919279,-1.598696867364157,-5.237035593565064
0.6399142720435649,-1.3403404372714092,-6.308511245744663
0.6579664172807764,-0.9594720975288799,-4.954128575825728
1.4635203875299614,-0.9198915889466744,-5.582130518592941
1.2175803273773418,-0.8760373372233857,-2.887360416369979
1.453313183233632,-1.1309244438587733,-5.219779828252516
0.9593128462189293,-1.2135223935195674,-4.651436741397647
1.4635794134535574,-0.8186223736325566,-4.64896300588186
0.845558368498489,-0.8094494104694905,-3.3285054742995492
1.2225240345842923,-0.6235956898386246,-5.1442319395373435
-0.04954786349834617,-1.4526608044284917,-6.324849786934369
0.7250678831517204,-0.5379881153528301,-5.777971410395088
1.4357708203045452,-1.736875093527651,-2.6026120026783874
1.0942527427946034,-1.4169791854941947,-4.0491692421442655
0.6107810999158008,-0.6773504237225854,-6.780805842345799
0.5287761048478958,-1.1544855697911878,-4.155925640134554
1.0517202484991195,-1.810802740006523,-5.158730325382605
0.8118128383366588,-0.5423307895839333,-4.5016816367669055
0.7908932940303601,-0.5565329609539247,-3.891881354314762
1.3154802725042576,-0.004685370326033111,-5.57450235220209
0.7739408472137618,-0.7996487903022426,-3.5864397949730487
1.3174770858652687,-1.6027490132288804,-4.469597262986211
0.34201908932028735,-0.9681005651134893,-4.7122209860628885
0.4294046847369083,-0.9218845916559906,-3.269842851245929
1.7646947168727412,-0.15420599287484615,-3.3232833595705076
0.9082183855844198,-1.0948995243050275,-4.6816196815274775
-0.23151130556084532,-1.0357750564841401,-3.683015911856476
1.2436304839243715,-1.4697075096537346,-3.9559026358417606
0.7019097965432277,-1.5978769793663412,-4.981394044419206
1.2150660386011358,-1.8552871207172372,-5.681556075961884
1.0120201104043103,-1.1352007083172526,-5.234275110477777
0.6252758320015369,-1.1605308284925597,-4.989485206341917
0.9981694252347958,-0.68152980240785,-5.5524923072566255
1.0386065510950755,-0.5224694852842029,-4.626064621756315
1.3918530319909324,-0.9988653175345347,-4.2732878013318505
1.4162361784732003,-0.6699382891339485,-4.922244940407289
0.6892596026629114,-1.4774123303440547,-4.0953638615887655
0.8383457094393345,-1.1342130005590292,-4.591113300972913
2.206154417303572,-1.3550516934261945,-5.450147189532227
1.5695716960723685,-0.800735552029556,-4.002410828083389
0.9129531992726968,-1.7624332438471548,-5.63274571561994
1.3795293608517685,-1.2108014741686528,-4.492145658392105
0.6613006756291002,-0.2477711150023767,-5.142040026637279
1.943278746169417,-1.9662367587632827,-6.176730257410778
0.9673171821907143,-1.643381564564136,-3.6315051851843103
0.9616483310313357,-1.2004872801713802,-5.352717099459183
0.823011416085752,-0.9725195313862368,-4.820613567546418
1.859281376758629,-0.5574629885235135,-5.222056218959098
1.4354287379199255,-1.8520345891989265,-7.544980299827588
0.9869753947734381,-1.9766072054373018,-3.210740274801044
1.6382791855845014,-0.8951385958364185,-5.378487422740347
1.245116470319128,-1.1853728269709631,-6.144317532237153
0.7514231412414764,-0.6181054142670251,-6.330037814635739
1.095526739454894,-0.5272596992892447,-4.939688758991014
0.2593714871604663,-0.9089817691974866,-4.642106335281424
1.8022366327989174,-1.0387827451248308,-4.387551558960726
0.6935944170001187,-0.9687399474645475,-5.43560590753896
1.928404235939941,-1.518227781508679,-3.8381261997570157
1.1819490843735119,-0.12735579777003225,-3.770181719570423
0.7288788019361366,-0.9095789742394388,-4.664572779488269
0.9814068699028775,-1.2501553338991649,-6.880182820889237
1.605899592803818,-0.5754973078703514,-6.686967321943961
1.0891958198153053,-1.8848610768763354,-5.450322026745661
1.5243340764698763,-1.161292749898813,-7.335398399447521
1.7006471660333515,-0.6937357988819286,-4.490692500049291
1.228708956790545,-1.1948851051976774,-5.692413335784449
1.631886615541433,-1.1666353760395014,-4.952111827730955
0.9122045109884811,-1.4555570571419862,-5.004111254063565
1.5554601652703168,-1.010720957797271,-5.428299904382131
0.4875785293903959,-1.1544029333244157,-5.5167944058564125
1.705566359394474,-1.645976548704966,-2.8913985446010737
1.1585362477785175,-0.5849641555215377,-7.160703592152419
0.6366301204703437,-1.1518761607368622,-3.7534559680686295
1.572069967444368,-0.5291661579557754,-5.601139596472011
0.9782703844210278,-0.45663027934671163,-4.176640472652595
1.0651499648987868,-0.9068856579797062,-5.041245924731127
1.0916368464340265,-0.6581250650107054,-5.689478102358917
1.0075190532291487,-0.9880965111331147,-4.623314770503018
1.5029718566716954,-0.6908834498276957,-5.464099297288177
1.3326729060854259,-0.18396979781027534,-4.219009189891015
1.639959537163088,-0.9030284467735911,-4.686206717591726
0.545334140508032,-0.361224594456669,-6.656733858359635
0.7063457225594587,-1.4327824323608014,-4.768344270273067
0.5094201410056685,-1.0803160523581776,-5.616054571664454
1.156087863279188,-0.6871263839963254,-4.192044797782822
0.35293915666741604,-1.0930504217441253,-5.612314534701422
0.8585440846666481,-1.194301149821121,-3.513364024159036
-0.037678646368131785,-1.1307371534366597,-5.778352644865396
0.3473139987788171,-1.222448210170477,-4.266658319536779
0.556952458575813,-0.5329747890867962,-6.243423730668288
0.8810959984666051,-1.3092909147688014,-3.5292949030667486
1.4073525049474558,-1.3232362885032254,-5.372876181585125
0.35239546937547084,-1.220209316734992,-4.7190234754157006
1.808602748888271,-1.5913751215775378,-4.592384039754323
0.7426774120392221,-1.0584443099996388,-4.035468815793818
1.248831772897767,-0.49016738979571406,-4.658530442873214
1.4144347311402066,-1.5535880993884028,-3.0589382544108306
0.5315209483434082,-0.9854179110685527,-5.044954410528313
0.3509145972393506,-1.3049816013825977,-5.907940176917896
0.6291909653596464,-0.4548044271490904,-3.6603460078785677
0.5603870091892318,-0.7964117161738385,-5.536454679788882
0.8604966596251912,-0.37898336591456827,-4.649692290093144
1.0946932971827532,-1.2421784048866367,-6.823762690373882
0.8633051482239371,-1.0218678280338769,-4.56984804619909
1.569359643190221,-0.9973553505851903,-5.705008287835415
1.6198961428689422,-1.4951235746222982,-2.497378880268301
1.0040638996421607,0.25234384859350967,-2.8048388227863255
1.2112502562839909,-2.1537077639002242,-4.825165664989576
0.8488649179656627,-0.3364253987399508,-4.8004308455120634
1.696301313072871,-0.5490548326692034,-3.7395508529244323
0.9525678592882638,-0.6891890092663313,-5.678334172119919
0.855106069123936,-1.5698534545553755,-4.827611071462544
1.6070277956659398,-1.3756162994417496,-4.993571475732527
2.165688941655687,-1.5322924636639894,-4.788819005233713
0.9429571146566533,-1.3387418026575646,-5.842122269941457
1.7110370760108078,-0.4932395454339059,-4.978190939963566
2.0240665245610066,-0.31952266236335525,-5.5311043256099675
1.2580810620329932,-0.29554561793607736,-5.489075944226886
1.403235120154001,-0.8170216165724858,-6.124103951184742
0.8385787292992549,-0.13629158925746654,-6.640017198156414
0.5450991087917947,-0.4896716931051013,-3.664207688882133
2.439233580618561,-1.74792800617522,-4.357955368305036
-0.024954791057058,-1.6806509079459762,-5.891221604881288
1.0651182307498062,-0.6968271643387212,-5.9196756638628045
1.849975753297667,-1.6166989379562644,-5.077467334358321
0.9428337255987818,-1.1753253668889931,-5.203597833839351
0.8692805742766654,-1.2071278327439752,-4.553141533817927
0.9627481047743561,-1.2919133145402337,-4.971815871281183
1.3798077638219648,-1.0323027385401802,-3.2206436285058215
0.7121195951264849,-0.5096313936741135,-6.265158865437325
0.5129394255511186,-1.0222956141201018,-5.8996182016661844
0.49416529052540326,-0.8107537271748259,-4.991144662667459
1.3206694332994604,-0.9300875548244942,-6.56641724260393
0.9171596081725408,-0.28107851447225873,-4.175702264897639
0.5689370488842052,-0.9585080253147598,-4.352886031053899
0.8698083665704297,-2.2124110283851985,-5.06853558627937
0.6614292626124889,-1.508481267672133,-4.892010372982459
1.1618657124632294,-1.5317024887342776,-6.123249455742009
1.4707939082050479,-0.21606250663243165,-5.582486462442272
1.315035060764135,0.2882410783566136,-5.538101901751141
1.1754357258015193,-1.9314576223530016,-5.7103017979777455
1.2978588676824843,-0.8455759740591361,-5.290007844928648
1.1810954995189125,-0.468120328346626,-4.524669797628048
0.4734976276099885,-1.5387248332386725,-7.842161468984884
0.76470943499639,-1.2112376216655465,-6.065292694378671
1.2134394747172947,-0.8697864731696127,-4.8464489702287485
1.703026214347568,-0.914030485153849,-5.249174460613265
2.3781932171472877,-1.2962513370034183,-5.907450025275681
2.070925829277088,-0.7508282890697625,-4.005510837007979
1.3671821873872783,-1.0826231315457222,-5.4224830715131045
1.5445948977117845,-1.383015140930196,-4.4947582967041955
0.8814381044244465,-0.8658616995483415,-4.840334449394533
0.63492676626944,-1.2375757393954856,-5.884776974889938
1.5317108761736682,-1.0166467198093383,-5.2713491988103165
0.9269974435914974,-1.1003552303465098,-3.818609889163004
0.8775219453170411,-0.8755067525095939,-3.1568566877305595
0.7830755570638857,-2.1562503023062423,-5.960986996084424
0.11035991718729898,-1.4895705230558134,-5.243684946353989
1.448702342341071,-1.6403798058467167,-5.67362600717529
-0.11718998587830853,-0.9785045673698973,-5.3540611320612514
0.9250379897378995,-0.5115980178570461,-5.292814027147588
0.6734644271732089,-0.399268554894324,-4.289573094673971
1.6935461564366328,-0.5677514817774845,-5.3062427422135965
1.2096685501114919,-1.5611085417815593,-5.916190672567885
0.7870457675936904,-1.584467712469243,-3.6989075394435385
1.1981893474244987,-0.42458318999842193,-4.577759888565538
0.7907597457694706,-1.123933844969501,-4.532565790017111
0.6055628507828006,-1.2095700743593933,-3.279587466480816
1.031775094159195,-1.3992982733050752,-5.470738660961675
0.8378807889310405,-0.2945699134810871,-5.217873368675831
-0.22351601088808737,-0.6677591449657432,-6.139454709628237
0.9441400409138827,-1.037167789454563,-5.836700408296677
0.9997290272566192,-0.6351079687399968,-4.092278816028657
9.384094877514878,-8.309905768324997,7.90594203133288
2.6517172407919034,-12.194549561151753,7.9751005874250085
